age,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,gender_Female,gender_Male,gender_Other,addicted_label
0.8526848389124785,-0.8930241072605636,0.5592328765578605,0.3192227152537495,0.542014529791549,1.2406815103745719,1.1676151040007479,-1.1737352101596263,-1.215491321812361,1,1,1,1,0,0,1
1.0451123616856501,0.8240999731885377,1.3288344510365946,-0.3701539819971429,0.21714817107926235,-0.6291773967391538,0.23643870432258285,1.4904465261490951,0.4327189722262812,2,1,1,0,0,1,1
-0.3018802977265516,0.8202671069375352,-0.9673538531458584,-0.1432705120158365,-1.1697812834231907,0.91345620162967,-1.0251551274994473,1.139352808961124,1.1206996083540177,0,1,2,0,1,0,1
0.8526848389124785,-0.21460678083312837,0.42045226476661324,-0.4225117058389829,-0.7449560451071242,0.033064299530291004,0.6870079299733078,-0.4922003473829767,-0.6305238290620393,2,1,1,0,0,1,1
-1.26401791159241,-0.9351856360215907,0.5907739246922348,1.2442091697929218,0.3046121907325703,-1.673181953210984,1.2126720265658204,-0.30632720298934496,-0.8255129933121467,0,0,2,1,0,0,1
-0.686735343272895,1.5600102933810094,-1.3836956885196,1.0347782744255623,0.07970471162406442,-0.2084591426385656,-0.5295289792836496,-0.14110663019500563,1.109662485849295,1,1,2,1,0,0,1
0.08297474781979172,-0.9926786297866274,0.47091794178161195,-1.0333518173271155,-0.8636572146366133,1.4977871101027094,-1.4306674305850997,-1.359608354553258,-0.7776854624583468,1,0,1,0,0,1,1
-1.6488729571387535,0.9045901644595888,0.4772261514084873,-1.1206146903968488,-0.18893477731109554,0.5005290263087221,-1.7160279401638923,0.39586023138659715,0.5945967689622191,1,0,1,0,1,0,1
-0.4943078204997233,1.2955425220618402,-0.7276418873246132,-0.8937312204155424,1.4478918762008086,0.3291252931566308,-1.2204017919480947,-1.6900495001419367,1.532752181863679,0,0,1,0,1,0,1
1.237539884458822,1.1613922032767536,1.6063956746190893,0.895157677513989,-1.3634516126555154,1.0225313045446378,-0.018883856879494645,0.788259091773153,1.032402628316234,1,0,1,0,1,0,1
0.46782979336613506,0.8164342406865329,0.49615078028911147,-0.9460889442573822,-0.37011024659294756,-0.8317454450098073,1.2427099749425354,1.3458785249540481,0.7417584023585266,0,1,2,0,1,0,1
0.08297474781979172,0.21084137302814454,-1.724339008370843,-1.364950734992102,-1.650833391516384,-0.4421915060277812,-0.5445479534720071,0.06541908579791851,0.34810103302340434,2,0,1,0,1,0,1
1.4299674072319934,-0.9198541710175808,0.5087671995428615,0.5024747487001893,-0.7949354849090142,-1.6575997956517026,1.437956639391183,1.3665310965533406,-0.7703273807885312,2,0,1,0,0,1,1
0.2754022705929634,-0.8738597760055513,0.43306868402036297,-0.7802894854248891,-1.2759875930022073,0.040855378309931356,0.5217992139013754,0.8708693781703227,-1.1051200967651307,0,0,1,0,1,0,0
1.4299674072319934,-0.5327346796663324,0.6349313920803591,0.9736942632767488,-1.3009773129031525,-0.4344004272481408,1.0925202330589603,-0.7193786349751933,-0.4576089098213783,2,0,2,0,0,1,1
-1.6488729571387535,-0.9275199035195856,-0.5888612755333662,-0.6755740377412093,1.229231827067539,-0.4032361121295787,-1.1302879468179496,-1.1737352101596263,-1.0499344842415155,2,0,1,0,0,1,0
0.2754022705929634,-1.6136029624490256,0.13658283155724418,-0.9722678061783024,0.11718929147548211,0.5862308928847682,0.16134383338079536,-0.9878620657659947,-1.2817140568406995,2,1,1,1,0,0,0
0.2754022705929634,-1.2111520060937675,1.3225262414097199,-1.1904249888526355,-1.3197196028288616,-0.7148792633151992,-1.085231024252877,-1.54548149894689,-0.983711749213177,0,1,1,0,0,1,1
0.08297474781979172,0.5749636668733777,1.3982247569322184,-0.5185008662156896,0.48578766001442203,0.1733037175638202,-0.16907359876306965,-1.0911249237624567,0.6865727898349112,2,0,1,0,0,1,1
-0.4943078204997233,0.18784417552212962,0.7421709557372318,1.5583555128439615,0.09844700154977312,0.2044680326823823,-0.43941513415350464,0.3132499449894275,0.5504482789433272,2,1,2,0,0,1,1
-1.6488729571387535,-1.6519316249590499,1.6947106093953372,-1.1206146903968488,0.20465331112878976,1.5211603464416303,0.5518371622780903,0.7676065201738607,-1.274355975170884,2,0,2,0,1,0,1
-1.26401791159241,-1.4027953186438904,-0.2292933268014984,0.44139073755137614,0.323354480658279,-1.6420176380924218,1.0024063879288154,1.1600053805604165,-0.9579584633688234,0,0,1,0,0,1,0
-0.10945277495337996,0.452311946841299,-0.5257791792646175,0.6682742075326824,1.3791701464732098,-0.7849989723319638,0.8071597234801678,-0.8019889213723629,0.42168184972155837,2,0,2,1,0,0,1
-1.26401791159241,1.0540719482486849,0.2059731374528677,0.37158043909558947,1.1542626673647036,1.084859934781762,-0.39435821158843215,-1.3389557829539658,1.4260599976513557,2,1,2,0,1,0,1
0.8526848389124785,-0.586394807180367,-1.3900038981464746,1.6107132366858015,-0.8761520745870858,0.8745008077314675,1.6181843296514729,-0.3682849177872222,-0.2662987864061789,2,0,1,0,1,0,0
1.0451123616856501,0.0536938567370434,-1.2575314959821025,-1.0333518173271155,0.6794579892467468,1.6691908432548013,1.287766897507608,0.20998708699296542,0.4768674622451731,2,1,1,0,1,0,1
1.0451123616856501,-0.3717542971242292,-1.6991061698633434,0.41521187563045636,-1.5071425020859497,0.2590055841398662,-1.4006294822083847,1.4697939545498027,-0.049235377146625584,0,1,0,0,0,1,0
0.2754022705929634,1.065570547001692,-0.7591829354589877,-0.18690194855070313,-0.8136777748347231,0.6719327594608134,-0.9951171791227321,-0.9878620657659947,1.455492324330617,0,0,2,1,0,0,1
0.6602573161393067,-1.3989624523928879,1.4486904339472175,0.4675695994722959,-1.0510801138937016,0.5628576565458464,0.7470838267267379,1.5937093841455572,-1.796779773727775,2,1,2,0,0,1,1
-1.0715903888192384,-1.2188177385957724,-1.0682852071758562,0.3454015771746697,0.8981180383800164,0.555066577766206,-1.0401741016878046,1.5937093841455572,-1.171342831793469,2,0,0,0,0,1,0
-0.3018802977265516,-0.7243779922164553,-1.3016889633702267,0.9213365394349088,-1.1947710033241359,0.967993753087154,0.6569699815965928,-1.256345496556796,-0.3398796031043323,2,1,1,0,1,0,0
1.237539884458822,0.12651831550609025,1.013423969692851,-1.2078775634665821,-1.0198429640175202,-0.34090748189245446,0.8071597234801678,-1.2976506397553809,-0.045556336311717974,0,1,2,1,0,0,1
0.8526848389124785,-1.3223051273728388,-1.5918666062064706,-1.6267393542013016,1.7102839351607326,-1.3381655656864415,-0.8148894888624422,1.1187002373618316,-1.6017906094776682,1,0,0,0,0,1,0
-0.686735343272895,1.1728908020297613,-1.3773874788927252,-0.771563198117916,-0.0639861778063699,-1.2057172264325522,1.5581084328980428,-1.1737352101596263,0.8006230557170496,2,1,1,1,0,0,1
-1.26401791159241,0.8011027756825227,-0.5762448562796164,-0.08218650086702337,0.3046121907325703,-0.44998258480742154,1.047463310493888,-0.6780734917766085,0.7270422390188962,0,1,2,1,0,0,1
-0.4943078204997233,0.2338385705341588,0.7737120038716061,0.790442229830309,1.4478918762008086,-1.6186444017535,-1.6108951208453897,0.14802937219508816,0.6571404631556497,2,0,2,0,1,0,1
0.6602573161393067,0.9467516932206164,-0.9610456435189835,0.5199273233141359,-1.5321322219868947,-1.4939871412792516,0.40164742039451534,0.5817333757802289,0.8521296274057574,0,0,1,0,0,1,1
0.2754022705929634,-0.09578792705205233,0.16181567006474343,-0.6406688885133159,0.9168603283057253,1.2874279830524156,-1.1903638435713797,1.1600053805604165,0.16046995044311252,1,0,1,0,1,0,1
0.6602573161393067,1.7209906759231126,1.1711292103647228,-1.0158992427131688,1.1730049572904127,-0.7538346572134024,-1.1002499984412346,1.0980476657625393,1.7130251827741554,1,1,2,0,0,1,1
-0.10945277495337996,1.042573349495678,-0.8664224991158606,0.28431756602585617,-0.12646047755873271,0.6251862867829706,-0.7998705146740847,1.387183668152633,1.2531450784106948,2,0,1,1,0,0,1
-1.6488729571387535,0.04986099048604102,-1.680181540982719,1.218030307872002,-0.96986352421563,1.552324661560193,-0.7998705146740847,1.4078362397519255,-0.10810003050514858,2,0,0,1,0,0,0
0.6602573161393067,0.48297487684931867,1.461306853200967,-0.7628369108109426,-0.9136366544385035,0.9524115955278726,1.467994587767898,0.14802937219508816,0.9183523624340956,0,0,1,0,0,1,1
1.0451123616856501,-1.4142939173968978,0.8620269386478541,-1.635465641508275,-0.16394505741015042,-1.182343990093631,-1.3105156370782396,-0.6367683485780236,-1.3185044651897764,1,1,2,0,1,0,1
1.4299674072319934,0.134184048008095,-0.08420450538337634,-0.8675523584946224,-1.3759464726059878,0.2979609780380687,-0.8299084630507997,1.1600053805604165,-0.28837303141562454,1,0,1,0,0,1,1
0.46782979336613506,-1.2111520060937675,-0.8979635472502348,1.6194395239927748,0.3046121907325703,1.7159373159326434,-0.9951171791227321,1.0567425225639544,-1.3221835060246838,1,1,1,0,1,0,0
-0.3018802977265516,-1.0118429610416395,0.439376893647238,-1.181698701545662,-1.107306983670828,-1.0810599659583042,-1.7160279401638923,1.2013105237590014,-1.1639847501236535,2,0,1,0,0,1,0
1.6223949300051652,-0.0267963345340082,0.13027462193036918,1.2354828824859487,0.26088018090591647,-0.21625022141820596,0.19138178175751036,-0.905251779368825,0.2855573388299737,0,0,0,1,0,0,0
0.8526848389124785,0.996578954483648,0.44568510327411276,-1.2515090000014486,-0.9948532441165752,-0.7070881845355589,-0.8299084630507997,-1.359608354553258,1.0250445466464182,1,0,2,1,0,0,1
1.6223949300051652,0.3986518193272644,-1.2638397056089774,-1.5743816303594618,-1.6383385315659114,-0.6291773967391538,1.1225581814356753,1.180657952159709,0.5504482789433272,1,0,1,0,1,0,1
0.8526848389124785,-0.3180941696101949,-0.7087172584439887,-1.1118884030898755,0.13593158140119083,-0.901865154026572,-0.8599464114275147,-0.14110663019500563,0.024345439551528493,0,0,0,0,0,1,0
0.6602573161393067,0.24150430303616424,-0.4690052926227437,-0.7977420600388357,-1.2322555831755535,1.2562636679338526,0.41666639458287286,-0.7813363497730705,0.19358131795728162,1,0,1,0,0,1,1
-0.8791628660460666,1.1767236682807638,-1.6927979602364687,-0.8937312204155424,-0.8261726347851956,0.7576346260368595,0.31153357526437037,0.9947848077660771,0.8889200357548341,1,1,1,1,0,0,1
-0.686735343272895,-0.8431968459975316,-1.4909352521764727,-0.9024575077225158,-0.5887702957262173,-0.1928769850792842,-0.7097566695439397,-1.4215660693511354,-0.6158076657224086,1,0,1,0,1,0,0
1.4299674072319934,1.4948515671139677,0.06088431603474567,1.1394937221092418,1.547850755804589,1.5211603464416303,-0.7548135921090121,0.9121745213689075,1.7902850403072164,0,1,2,1,0,0,1
0.8526848389124785,-0.5595647434233497,1.152204581484098,0.8166210917512292,-0.3326256667415299,-1.3225834081271601,0.9122925427986703,1.325225953354756,-0.494399318170455,1,1,1,0,0,1,1
0.2754022705929634,1.3951970445879038,0.24382239521411697,0.03998152143060328,1.5166136059284077,-0.021473251927192884,-0.04892180525620964,0.41651280298588955,1.65783957025054,0,1,1,1,0,0,1
1.4299674072319934,-0.46757595339929064,-1.579250186952721,0.06616038335152308,0.885623178429544,-0.1227572760625196,0.7320648525383804,-0.2030643449928829,-0.7703273807885312,0,1,1,0,0,1,1
-1.26401791159241,1.0349076169936724,0.9881911311853516,-1.0158992427131688,-0.0827284677320789,1.7315194734919255,-0.22914949551649966,-1.2356929249575037,1.2715402825852329,2,0,2,0,1,0,1
1.237539884458822,-1.517781306173964,-1.7054143794902183,-1.0071729554061957,1.0980357975875774,-1.0810599659583042,-1.325534611266597,0.08607165739721093,-1.7231989570296218,2,0,0,0,0,1,0
-1.6488729571387535,0.39098608682525965,0.2690552337216165,-0.1432705120158365,-0.16394505741015042,-1.2992101717882385,-1.6259140950337472,-0.7813363497730705,0.5872386872924039,2,1,1,0,1,0,1
-0.4943078204997233,-0.0267963345340082,-0.9231963857577342,-0.2567122470064898,0.3920762103858782,-0.3798628757906569,1.4529756135795404,1.0773950941632469,-0.2147922147174711,0,0,1,0,0,1,1
-0.8791628660460666,1.6175032871460464,1.7073270286490871,0.8602525282860957,0.6794579892467468,-0.48114689992598364,-0.6346617986021521,-0.3682849177872222,1.6615186110854476,0,0,2,1,0,0,1
1.0451123616856501,0.03836239173303355,-0.3113000519508719,0.048707808737576415,0.7919117288009997,-0.9564027054840558,-0.9951171791227321,0.06541908579791851,-0.0933838671655175,1,1,1,1,0,0,1
-1.6488729571387535,1.4603557708549457,-1.3206135922508513,0.16214954372822993,-0.5013062760729093,0.6563506019015327,0.29651460107601285,1.1600053805604165,0.9882541382973414,2,0,2,1,0,0,1
-1.26401791159241,-0.5442332784193399,-0.2797590038164974,-0.1781756612437298,1.5166136059284077,1.723728394712284,0.7470838267267379,-1.0291672089645794,-0.494399318170455,1,0,0,0,1,0,0
1.0451123616856501,-1.6710959562140626,1.3919165473053436,0.4675695994722959,-0.6574920254538162,1.412085243526664,0.9873874137404579,1.4904465261490951,-1.7342360795343446,1,0,1,0,1,0,1
-0.10945277495337996,-1.5024498411699543,0.13658283155724418,1.5321766509230417,0.885623178429544,0.44599147485123825,-1.535800249903602,1.5730568125462647,-1.219170362647269,0,0,1,0,0,1,0
0.08297474781979172,-1.3836309873888781,-0.9168881761308594,-0.771563198117916,1.3479329965970286,-1.127806438636147,0.22141973013422536,-1.607439213744767,-1.0977620150953153,1,1,0,0,1,0,0
-1.6488729571387535,1.257213859551815,-1.143983722698355,-0.36142769469016955,0.7169425690981643,0.2979609780380687,1.4529756135795404,-0.30632720298934496,1.573221631047663,0,1,1,0,0,1,1
0.46782979336613506,1.4910187008629654,0.7674037942447313,-0.9373626569504091,0.7544271489495823,-1.260254777890036,1.2126720265658204,1.2013105237590014,1.050797832490772,1,1,1,0,1,0,1
-1.4564454343655817,-1.4756197774129372,-0.09051271501025136,1.5932606620718548,-0.6637394554290523,-1.345956644466082,1.6181843296514729,0.8915219497696151,-1.5502840377889604,0,0,1,0,1,0,0
-1.4564454343655817,-0.8623611772525439,-0.1662112305327499,1.4449137778533083,0.7106951391229281,-0.7849989723319638,1.437956639391183,0.7263013769752757,-0.8218339524772391,2,1,1,0,1,0,0
1.237539884458822,0.33732595931122566,1.6694777708878377,-0.07346021356005003,0.4920350899896587,0.29016989925842834,0.20640075594586785,1.1187002373618316,0.4915836255848042,0,1,2,1,0,0,1
1.4299674072319934,1.521681630870985,-1.6360240735945946,-0.40505913122503623,0.7481797189743461,0.1577215600045395,-1.6859899917871772,-0.657420920177316,1.0728720775002183,2,0,2,1,0,0,1
1.237539884458822,1.28021105705783,1.5433135783503402,1.008599412504642,-1.5258847920116587,-0.6603417118577161,0.4917612655246604,1.283920810156171,1.2237127517314335,0,0,2,0,1,0,1
0.08297474781979172,0.18401130927112724,0.8998761964091035,1.2616617444068685,0.7856642988257635,0.8277543350536241,-1.2654587145131673,-1.0085146373652871,0.5430901972735119,2,1,2,0,0,1,1
0.8526848389124785,1.6021718221420362,-0.0715880861296266,0.7119056440675492,-0.7324611851566516,0.02527322075064995,0.6870079299733078,-1.0704723521631643,1.793964081142124,1,1,1,0,0,1,1
-1.4564454343655817,-0.7588737884754777,1.4108411761859678,-1.2689615746153953,-0.2201719271872768,-1.096642123517585,1.6632412522165454,1.5524042409469723,-0.6342028698969473,1,1,1,1,0,0,1
0.08297474781979172,-1.640433026206043,0.439376893647238,0.6420953456117625,-1.5946065217392575,0.8822918865111079,1.4079186910144679,0.2719448017908427,-1.4288756902370068,0,0,1,0,1,0,0
-1.0715903888192384,-0.07279072954603773,0.18704850857224292,1.1918514459510818,-0.5950177257014534,-1.3303744869068006,1.6932792005932604,-0.9259043509681174,0.2929154204997889,2,1,0,1,0,0,0
1.6223949300051652,0.3603231568172399,1.6253203034997135,0.7817159425233359,1.3354381366465558,-0.1928769850792842,0.10126793662736536,1.635014527344142,0.7491164840283419,1,0,2,0,0,1,1
